DISTRITO_NORM,PROVINCIA_NORM,ANIO,MES,ESTRATO,PRODUCCION
CHAPARRA,CARAVELI,2022,12,RÉGIMEN GENERAL,80.0
CHAPARRA,CARAVELI,2023,1,RÉGIMEN GENERAL,105.0
CHAPARRA,CARAVELI,2023,2,RÉGIMEN GENERAL,231.0
CHAPARRA,CARAVELI,2023,3,RÉGIMEN GENERAL,110.0
CHAPARRA,CARAVELI,2023,4,RÉGIMEN GENERAL,345.0
CHAPARRA,CARAVELI,2023,5,RÉGIMEN GENERAL,272.0
CHAPARRA,CARAVELI,2023,6,RÉGIMEN GENERAL,385.0
CHAPARRA,CARAVELI,2023,7,RÉGIMEN GENERAL,375.0
CHAPARRA,CARAVELI,2023,8,RÉGIMEN GENERAL,187.0
CHAPARRA,CARAVELI,2023,9,RÉGIMEN GENERAL,250.0
CHAPARRA,CARAVELI,2023,10,RÉGIMEN GENERAL,386.0
CHAPARRA,CARAVELI,2023,11,RÉGIMEN GENERAL,375.0
CHAPARRA,CARAVELI,2023,12,RÉGIMEN GENERAL,345.0
CHAPARRA,CARAVELI,2024,1,RÉGIMEN GENERAL,242.0
CHAPARRA,CARAVELI,2024,2,RÉGIMEN GENERAL,210.0
CHAPARRA,CARAVELI,2024,3,RÉGIMEN GENERAL,297.0
CHAPARRA,CARAVELI,2024,4,RÉGIMEN GENERAL,301.0
CHAPARRA,CARAVELI,2024,5,RÉGIMEN GENERAL,388.0
CHAPARRA,CARAVELI,2024,6,RÉGIMEN GENERAL,187.0
CHAPARRA,CARAVELI,2024,7,RÉGIMEN GENERAL,239.0
CHAPARRA,CARAVELI,2024,8,RÉGIMEN GENERAL,209.0
CHAPARRA,CARAVELI,2024,9,RÉGIMEN GENERAL,349.0
CHAPARRA,CARAVELI,2024,10,RÉGIMEN GENERAL,311.0
CHAPARRA,CARAVELI,2024,11,RÉGIMEN GENERAL,133.0
CHAPARRA,CARAVELI,2024,12,RÉGIMEN GENERAL,705.0
COCACHACRA,ISLAY,2021,1,PEQUEÑO PRODUCTOR MINERO,9202.380000000001
COCACHACRA,ISLAY,2021,1,PRODUCTOR MINERO ARTESANAL,0.0
COCACHACRA,ISLAY,2021,2,PEQUEÑO PRODUCTOR MINERO,8390.25
COCACHACRA,ISLAY,2021,2,PRODUCTOR MINERO ARTESANAL,0.0
COCACHACRA,ISLAY,2021,3,PEQUEÑO PRODUCTOR MINERO,6779.2
COCACHACRA,ISLAY,2021,3,PRODUCTOR MINERO ARTESANAL,0.0
COCACHACRA,ISLAY,2021,4,PEQUEÑO PRODUCTOR MINERO,10808.24
COCACHACRA,ISLAY,2021,4,PRODUCTOR MINERO ARTESANAL,2163.3
COCACHACRA,ISLAY,2021,5,PEQUEÑO PRODUCTOR MINERO,3541.52
COCACHACRA,ISLAY,2021,5,PRODUCTOR MINERO ARTESANAL,1423.36
COCACHACRA,ISLAY,2021,6,PEQUEÑO PRODUCTOR MINERO,8980.64
COCACHACRA,ISLAY,2021,6,PRODUCTOR MINERO ARTESANAL,1563.37
COCACHACRA,ISLAY,2021,7,PEQUEÑO PRODUCTOR MINERO,7407.639999999999
COCACHACRA,ISLAY,2021,7,PRODUCTOR MINERO ARTESANAL,1681.0
COCACHACRA,ISLAY,2021,8,PEQUEÑO PRODUCTOR MINERO,7728.629999999999
COCACHACRA,ISLAY,2021,8,PRODUCTOR MINERO ARTESANAL,1507.8
COCACHACRA,ISLAY,2021,9,PEQUEÑO PRODUCTOR MINERO,8896.69
COCACHACRA,ISLAY,2021,9,PRODUCTOR MINERO ARTESANAL,1542.0
COCACHACRA,ISLAY,2021,10,PEQUEÑO PRODUCTOR MINERO,7311.67
COCACHACRA,ISLAY,2021,10,PRODUCTOR MINERO ARTESANAL,1507.0
COCACHACRA,ISLAY,2021,11,PEQUEÑO PRODUCTOR MINERO,7178.0599999999995
COCACHACRA,ISLAY,2021,11,PRODUCTOR MINERO ARTESANAL,1592.0
COCACHACRA,ISLAY,2021,12,PEQUEÑO PRODUCTOR MINERO,7732.35
COCACHACRA,ISLAY,2021,12,PRODUCTOR MINERO ARTESANAL,1550.88
COCACHACRA,ISLAY,2022,1,PEQUEÑO PRODUCTOR MINERO,8874.42
COCACHACRA,ISLAY,2022,1,PRODUCTOR MINERO ARTESANAL,2329.0
COCACHACRA,ISLAY,2022,1,RÉGIMEN GENERAL,249.0
COCACHACRA,ISLAY,2022,2,PEQUEÑO PRODUCTOR MINERO,4652.0
COCACHACRA,ISLAY,2022,2,PRODUCTOR MINERO ARTESANAL,2038.31
COCACHACRA,ISLAY,2022,2,RÉGIMEN GENERAL,724.0
COCACHACRA,ISLAY,2022,3,PEQUEÑO PRODUCTOR MINERO,10527.26
COCACHACRA,ISLAY,2022,3,PRODUCTOR MINERO ARTESANAL,2433.0
COCACHACRA,ISLAY,2022,3,RÉGIMEN GENERAL,267.0
COCACHACRA,ISLAY,2022,4,PEQUEÑO PRODUCTOR MINERO,7792.99
COCACHACRA,ISLAY,2022,4,PRODUCTOR MINERO ARTESANAL,2160.0
COCACHACRA,ISLAY,2022,4,RÉGIMEN GENERAL,900.0
COCACHACRA,ISLAY,2022,5,PEQUEÑO PRODUCTOR MINERO,10649.16
COCACHACRA,ISLAY,2022,5,PRODUCTOR MINERO ARTESANAL,2432.02
COCACHACRA,ISLAY,2022,5,RÉGIMEN GENERAL,270.0
COCACHACRA,ISLAY,2022,6,PEQUEÑO PRODUCTOR MINERO,1726.02
COCACHACRA,ISLAY,2022,6,PRODUCTOR MINERO ARTESANAL,494.69
COCACHACRA,ISLAY,2022,6,RÉGIMEN GENERAL,202.5
COCACHACRA,ISLAY,2022,7,PEQUEÑO PRODUCTOR MINERO,9066.68
COCACHACRA,ISLAY,2022,7,PRODUCTOR MINERO ARTESANAL,2589.05
COCACHACRA,ISLAY,2022,7,RÉGIMEN GENERAL,0.0
COCACHACRA,ISLAY,2022,8,PEQUEÑO PRODUCTOR MINERO,9261.59
COCACHACRA,ISLAY,2022,8,PRODUCTOR MINERO ARTESANAL,2427.41
COCACHACRA,ISLAY,2022,8,RÉGIMEN GENERAL,0.0
COCACHACRA,ISLAY,2022,9,PEQUEÑO PRODUCTOR MINERO,9473.0
COCACHACRA,ISLAY,2022,9,PRODUCTOR MINERO ARTESANAL,2795.0
COCACHACRA,ISLAY,2022,9,RÉGIMEN GENERAL,540.0
COCACHACRA,ISLAY,2022,10,PEQUEÑO PRODUCTOR MINERO,2545.0
COCACHACRA,ISLAY,2022,10,PRODUCTOR MINERO ARTESANAL,500.0
COCACHACRA,ISLAY,2022,10,RÉGIMEN GENERAL,385.0
COCACHACRA,ISLAY,2022,11,PEQUEÑO PRODUCTOR MINERO,11853.32
COCACHACRA,ISLAY,2022,11,PRODUCTOR MINERO ARTESANAL,4712.0
COCACHACRA,ISLAY,2022,11,RÉGIMEN GENERAL,0.0
COCACHACRA,ISLAY,2022,12,PEQUEÑO PRODUCTOR MINERO,9514.67
COCACHACRA,ISLAY,2022,12,PRODUCTOR MINERO ARTESANAL,3373.59
COCACHACRA,ISLAY,2022,12,RÉGIMEN GENERAL,0.0
COCACHACRA,ISLAY,2023,1,PEQUEÑO PRODUCTOR MINERO,10146.33
COCACHACRA,ISLAY,2023,1,PRODUCTOR MINERO ARTESANAL,3074.0
COCACHACRA,ISLAY,2023,2,PEQUEÑO PRODUCTOR MINERO,6478.79
COCACHACRA,ISLAY,2023,2,PRODUCTOR MINERO ARTESANAL,2230.0
COCACHACRA,ISLAY,2023,3,PEQUEÑO PRODUCTOR MINERO,5624.66
COCACHACRA,ISLAY,2023,3,PRODUCTOR MINERO ARTESANAL,2351.39
COCACHACRA,ISLAY,2023,4,PEQUEÑO PRODUCTOR MINERO,10107.97
COCACHACRA,ISLAY,2023,4,PRODUCTOR MINERO ARTESANAL,3149.41
COCACHACRA,ISLAY,2023,5,PEQUEÑO PRODUCTOR MINERO,14313.61
COCACHACRA,ISLAY,2023,5,PRODUCTOR MINERO ARTESANAL,3964.0
COCACHACRA,ISLAY,2023,6,PEQUEÑO PRODUCTOR MINERO,8603.153
COCACHACRA,ISLAY,2023,6,PRODUCTOR MINERO ARTESANAL,2684.23
COCACHACRA,ISLAY,2023,7,PEQUEÑO PRODUCTOR MINERO,8494.73
COCACHACRA,ISLAY,2023,7,PRODUCTOR MINERO ARTESANAL,1114.0
COCACHACRA,ISLAY,2023,8,PEQUEÑO PRODUCTOR MINERO,9225.34
COCACHACRA,ISLAY,2023,8,PRODUCTOR MINERO ARTESANAL,5422.0
COCACHACRA,ISLAY,2023,9,PEQUEÑO PRODUCTOR MINERO,10110.439999999999
COCACHACRA,ISLAY,2023,9,PRODUCTOR MINERO ARTESANAL,2686.0
COCACHACRA,ISLAY,2023,10,PEQUEÑO PRODUCTOR MINERO,10533.740000000002
COCACHACRA,ISLAY,2023,10,PRODUCTOR MINERO ARTESANAL,2905.44
COCACHACRA,ISLAY,2023,11,PEQUEÑO PRODUCTOR MINERO,5245.84
COCACHACRA,ISLAY,2023,11,PRODUCTOR MINERO ARTESANAL,3032.99
COCACHACRA,ISLAY,2023,12,PEQUEÑO PRODUCTOR MINERO,11479.9
COCACHACRA,ISLAY,2023,12,PRODUCTOR MINERO ARTESANAL,1996.533
COCACHACRA,ISLAY,2024,1,PEQUEÑO PRODUCTOR MINERO,9315.172
COCACHACRA,ISLAY,2024,1,PRODUCTOR MINERO ARTESANAL,3196.109
COCACHACRA,ISLAY,2024,2,PEQUEÑO PRODUCTOR MINERO,9200.4
COCACHACRA,ISLAY,2024,2,PRODUCTOR MINERO ARTESANAL,2442.0
COCACHACRA,ISLAY,2024,3,PEQUEÑO PRODUCTOR MINERO,11560.689999999999
COCACHACRA,ISLAY,2024,3,PRODUCTOR MINERO ARTESANAL,3215.0
COCACHACRA,ISLAY,2024,4,PEQUEÑO PRODUCTOR MINERO,9745.5
COCACHACRA,ISLAY,2024,4,PRODUCTOR MINERO ARTESANAL,4113.0
COCACHACRA,ISLAY,2024,5,PEQUEÑO PRODUCTOR MINERO,10646.48
COCACHACRA,ISLAY,2024,5,PRODUCTOR MINERO ARTESANAL,2848.0
COCACHACRA,ISLAY,2024,6,PEQUEÑO PRODUCTOR MINERO,3644.09
COCACHACRA,ISLAY,2024,6,PRODUCTOR MINERO ARTESANAL,991.0
COCACHACRA,ISLAY,2024,7,PEQUEÑO PRODUCTOR MINERO,9878.37
COCACHACRA,ISLAY,2024,7,PRODUCTOR MINERO ARTESANAL,2840.36
COCACHACRA,ISLAY,2024,8,PEQUEÑO PRODUCTOR MINERO,10181.86
COCACHACRA,ISLAY,2024,8,PRODUCTOR MINERO ARTESANAL,2831.0
COCACHACRA,ISLAY,2024,9,PEQUEÑO PRODUCTOR MINERO,8498.47
COCACHACRA,ISLAY,2024,9,PRODUCTOR MINERO ARTESANAL,2984.0
COCACHACRA,ISLAY,2024,10,PEQUEÑO PRODUCTOR MINERO,9679.23
COCACHACRA,ISLAY,2024,10,PRODUCTOR MINERO ARTESANAL,0.0
COCACHACRA,ISLAY,2024,11,PEQUEÑO PRODUCTOR MINERO,4105.12
COCACHACRA,ISLAY,2024,11,PRODUCTOR MINERO ARTESANAL,4203.0
COCACHACRA,ISLAY,2024,12,PEQUEÑO PRODUCTOR MINERO,2314.96
COCACHACRA,ISLAY,2024,12,PRODUCTOR MINERO ARTESANAL,993.79
HUAMBO,CAYLLOMA,2021,1,RÉGIMEN GENERAL,596.3100000000001
HUAMBO,CAYLLOMA,2021,2,RÉGIMEN GENERAL,175.25
HUAMBO,CAYLLOMA,2021,3,RÉGIMEN GENERAL,617.03
HUAMBO,CAYLLOMA,2021,4,RÉGIMEN GENERAL,636.44
HUAMBO,CAYLLOMA,2021,5,RÉGIMEN GENERAL,621.37
HUAMBO,CAYLLOMA,2021,6,RÉGIMEN GENERAL,609.91
HUAMBO,CAYLLOMA,2021,7,RÉGIMEN GENERAL,499.40000000000003
HUAMBO,CAYLLOMA,2021,8,RÉGIMEN GENERAL,612.11
HUAMBO,CAYLLOMA,2021,9,RÉGIMEN GENERAL,709.76
HUAMBO,CAYLLOMA,2021,10,RÉGIMEN GENERAL,686.82
HUAMBO,CAYLLOMA,2021,11,RÉGIMEN GENERAL,723.0
HUAMBO,CAYLLOMA,2021,12,RÉGIMEN GENERAL,624.92
HUAMBO,CAYLLOMA,2022,1,PEQUEÑO PRODUCTOR MINERO,847.22
HUAMBO,CAYLLOMA,2022,2,PEQUEÑO PRODUCTOR MINERO,656.1
HUAMBO,CAYLLOMA,2022,3,PEQUEÑO PRODUCTOR MINERO,700.31
HUAMBO,CAYLLOMA,2022,4,PEQUEÑO PRODUCTOR MINERO,827.29
HUAMBO,CAYLLOMA,2022,5,PEQUEÑO PRODUCTOR MINERO,593.3399999999999
HUAMBO,CAYLLOMA,2022,6,PEQUEÑO PRODUCTOR MINERO,831.02
HUAMBO,CAYLLOMA,2022,7,PEQUEÑO PRODUCTOR MINERO,528.56
HUAMBO,CAYLLOMA,2022,8,PEQUEÑO PRODUCTOR MINERO,965.49
HUAMBO,CAYLLOMA,2022,9,PEQUEÑO PRODUCTOR MINERO,907.32
HUAMBO,CAYLLOMA,2022,10,PEQUEÑO PRODUCTOR MINERO,623.32
HUAMBO,CAYLLOMA,2022,11,PEQUEÑO PRODUCTOR MINERO,881.24
HUAMBO,CAYLLOMA,2022,12,PEQUEÑO PRODUCTOR MINERO,541.9200000000001
HUAMBO,CAYLLOMA,2023,1,PEQUEÑO PRODUCTOR MINERO,589.18
HUAMBO,CAYLLOMA,2023,2,PEQUEÑO PRODUCTOR MINERO,553.9399999999999
HUAMBO,CAYLLOMA,2023,3,PEQUEÑO PRODUCTOR MINERO,752.6099999999999
HUAMBO,CAYLLOMA,2023,4,PEQUEÑO PRODUCTOR MINERO,581.8199999999999
HUAMBO,CAYLLOMA,2023,5,PEQUEÑO PRODUCTOR MINERO,655.65
HUAMBO,CAYLLOMA,2023,6,PEQUEÑO PRODUCTOR MINERO,684.22
HUAMBO,CAYLLOMA,2023,7,PEQUEÑO PRODUCTOR MINERO,777.88
HUAMBO,CAYLLOMA,2023,8,PEQUEÑO PRODUCTOR MINERO,847.0
HUAMBO,CAYLLOMA,2023,9,PEQUEÑO PRODUCTOR MINERO,1045.29
HUAMBO,CAYLLOMA,2023,10,PEQUEÑO PRODUCTOR MINERO,841.3699999999999
HUAMBO,CAYLLOMA,2023,11,PEQUEÑO PRODUCTOR MINERO,795.23
HUAMBO,CAYLLOMA,2023,12,PEQUEÑO PRODUCTOR MINERO,874.73
HUAMBO,CAYLLOMA,2024,1,PEQUEÑO PRODUCTOR MINERO,615.42
HUAMBO,CAYLLOMA,2024,2,PEQUEÑO PRODUCTOR MINERO,531.37
HUAMBO,CAYLLOMA,2024,3,PEQUEÑO PRODUCTOR MINERO,672.97
HUAMBO,CAYLLOMA,2024,4,PEQUEÑO PRODUCTOR MINERO,680.03
HUAMBO,CAYLLOMA,2024,5,PEQUEÑO PRODUCTOR MINERO,791.29
HUAMBO,CAYLLOMA,2024,6,PEQUEÑO PRODUCTOR MINERO,1191.81
HUAMBO,CAYLLOMA,2024,7,PEQUEÑO PRODUCTOR MINERO,1048.67
HUAMBO,CAYLLOMA,2024,8,PEQUEÑO PRODUCTOR MINERO,1678.54
HUAMBO,CAYLLOMA,2024,9,PEQUEÑO PRODUCTOR MINERO,1112.58
HUAMBO,CAYLLOMA,2024,10,PEQUEÑO PRODUCTOR MINERO,2595.9399999999996
HUAMBO,CAYLLOMA,2024,11,PEQUEÑO PRODUCTOR MINERO,3523.18
HUAMBO,CAYLLOMA,2024,12,PEQUEÑO PRODUCTOR MINERO,9314.28
LA JOYA,AREQUIPA,2023,1,PEQUEÑO PRODUCTOR MINERO,114.0
LA JOYA,AREQUIPA,2023,2,PEQUEÑO PRODUCTOR MINERO,126.0
LA JOYA,AREQUIPA,2023,3,PEQUEÑO PRODUCTOR MINERO,237.0
LA JOYA,AREQUIPA,2023,4,PEQUEÑO PRODUCTOR MINERO,187.0
LA JOYA,AREQUIPA,2023,5,PEQUEÑO PRODUCTOR MINERO,123.0
LA JOYA,AREQUIPA,2023,6,PEQUEÑO PRODUCTOR MINERO,222.0
LA JOYA,AREQUIPA,2023,7,PEQUEÑO PRODUCTOR MINERO,120.0
LA JOYA,AREQUIPA,2023,8,PEQUEÑO PRODUCTOR MINERO,100.0
LA JOYA,AREQUIPA,2023,9,PEQUEÑO PRODUCTOR MINERO,120.0
LA JOYA,AREQUIPA,2023,10,PEQUEÑO PRODUCTOR MINERO,70.0
LA JOYA,AREQUIPA,2023,11,PEQUEÑO PRODUCTOR MINERO,20.0
LA JOYA,AREQUIPA,2023,12,PEQUEÑO PRODUCTOR MINERO,80.0
LA JOYA,AREQUIPA,2024,1,PEQUEÑO PRODUCTOR MINERO,5438.0
LA JOYA,AREQUIPA,2024,2,PEQUEÑO PRODUCTOR MINERO,5112.4
LA JOYA,AREQUIPA,2024,3,PEQUEÑO PRODUCTOR MINERO,5202.0
LA JOYA,AREQUIPA,2024,4,PEQUEÑO PRODUCTOR MINERO,7159.8
LA JOYA,AREQUIPA,2024,5,PEQUEÑO PRODUCTOR MINERO,4507.0
LA JOYA,AREQUIPA,2024,6,PEQUEÑO PRODUCTOR MINERO,4249.4
LA JOYA,AREQUIPA,2024,7,PEQUEÑO PRODUCTOR MINERO,3127.0
LA JOYA,AREQUIPA,2024,8,PEQUEÑO PRODUCTOR MINERO,4914.8
LA JOYA,AREQUIPA,2024,9,PEQUEÑO PRODUCTOR MINERO,3424.0
LA JOYA,AREQUIPA,2024,10,PEQUEÑO PRODUCTOR MINERO,4085.0
LA JOYA,AREQUIPA,2024,11,PEQUEÑO PRODUCTOR MINERO,4951.0
LA JOYA,AREQUIPA,2024,12,PEQUEÑO PRODUCTOR MINERO,4336.8
LOMAS,CARAVELI,2021,1,PEQUEÑO PRODUCTOR MINERO,150.0
LOMAS,CARAVELI,2021,2,PEQUEÑO PRODUCTOR MINERO,150.0
LOMAS,CARAVELI,2021,3,PEQUEÑO PRODUCTOR MINERO,75.0
LOMAS,CARAVELI,2021,4,PEQUEÑO PRODUCTOR MINERO,75.0
LOMAS,CARAVELI,2021,5,PEQUEÑO PRODUCTOR MINERO,75.0
LOMAS,CARAVELI,2021,6,PEQUEÑO PRODUCTOR MINERO,75.0
LOMAS,CARAVELI,2021,7,PEQUEÑO PRODUCTOR MINERO,75.0
LOMAS,CARAVELI,2021,8,PEQUEÑO PRODUCTOR MINERO,346.0
LOMAS,CARAVELI,2021,9,PEQUEÑO PRODUCTOR MINERO,1181.0
LOMAS,CARAVELI,2021,10,PEQUEÑO PRODUCTOR MINERO,4075.0
LOMAS,CARAVELI,2021,11,PEQUEÑO PRODUCTOR MINERO,4291.0
LOMAS,CARAVELI,2021,12,PEQUEÑO PRODUCTOR MINERO,3378.0
LOMAS,CARAVELI,2022,1,PEQUEÑO PRODUCTOR MINERO,1683.0
LOMAS,CARAVELI,2022,1,RÉGIMEN GENERAL,0.0
LOMAS,CARAVELI,2022,2,PEQUEÑO PRODUCTOR MINERO,2125.0
LOMAS,CARAVELI,2022,2,RÉGIMEN GENERAL,0.0
LOMAS,CARAVELI,2022,3,PEQUEÑO PRODUCTOR MINERO,3053.0
LOMAS,CARAVELI,2022,3,RÉGIMEN GENERAL,0.0
LOMAS,CARAVELI,2022,4,PEQUEÑO PRODUCTOR MINERO,765.0
LOMAS,CARAVELI,2022,4,RÉGIMEN GENERAL,0.0
LOMAS,CARAVELI,2022,5,PEQUEÑO PRODUCTOR MINERO,1326.0
LOMAS,CARAVELI,2022,5,RÉGIMEN GENERAL,0.0
LOMAS,CARAVELI,2022,6,PEQUEÑO PRODUCTOR MINERO,3060.0
LOMAS,CARAVELI,2022,6,RÉGIMEN GENERAL,170.0
LOMAS,CARAVELI,2022,7,PEQUEÑO PRODUCTOR MINERO,1292.0
LOMAS,CARAVELI,2022,7,RÉGIMEN GENERAL,160.0
LOMAS,CARAVELI,2022,8,PEQUEÑO PRODUCTOR MINERO,1683.0
LOMAS,CARAVELI,2022,8,RÉGIMEN GENERAL,160.0
LOMAS,CARAVELI,2022,9,PEQUEÑO PRODUCTOR MINERO,1105.0
LOMAS,CARAVELI,2022,9,RÉGIMEN GENERAL,90.0
LOMAS,CARAVELI,2022,10,PEQUEÑO PRODUCTOR MINERO,221.0
LOMAS,CARAVELI,2022,10,RÉGIMEN GENERAL,312.0
LOMAS,CARAVELI,2022,11,PEQUEÑO PRODUCTOR MINERO,401.0
LOMAS,CARAVELI,2022,11,RÉGIMEN GENERAL,145.0
LOMAS,CARAVELI,2022,12,PEQUEÑO PRODUCTOR MINERO,595.0
LOMAS,CARAVELI,2022,12,RÉGIMEN GENERAL,40.0
LOMAS,CARAVELI,2023,1,PEQUEÑO PRODUCTOR MINERO,120.0
LOMAS,CARAVELI,2023,1,RÉGIMEN GENERAL,81.0
LOMAS,CARAVELI,2023,2,PEQUEÑO PRODUCTOR MINERO,416.0
LOMAS,CARAVELI,2023,2,RÉGIMEN GENERAL,156.0
LOMAS,CARAVELI,2023,3,PEQUEÑO PRODUCTOR MINERO,442.0
LOMAS,CARAVELI,2023,3,RÉGIMEN GENERAL,74.0
LOMAS,CARAVELI,2023,4,PEQUEÑO PRODUCTOR MINERO,130.0
LOMAS,CARAVELI,2023,4,RÉGIMEN GENERAL,89.0
LOMAS,CARAVELI,2023,5,PEQUEÑO PRODUCTOR MINERO,153.0
LOMAS,CARAVELI,2023,5,RÉGIMEN GENERAL,118.0
LOMAS,CARAVELI,2023,6,PEQUEÑO PRODUCTOR MINERO,195.0
LOMAS,CARAVELI,2023,6,RÉGIMEN GENERAL,90.0
LOMAS,CARAVELI,2023,7,PEQUEÑO PRODUCTOR MINERO,120.0
LOMAS,CARAVELI,2023,7,RÉGIMEN GENERAL,90.0
LOMAS,CARAVELI,2023,8,PEQUEÑO PRODUCTOR MINERO,187.0
LOMAS,CARAVELI,2023,8,RÉGIMEN GENERAL,78.0
LOMAS,CARAVELI,2023,9,PEQUEÑO PRODUCTOR MINERO,892.5
LOMAS,CARAVELI,2023,9,RÉGIMEN GENERAL,92.0
LOMAS,CARAVELI,2023,10,PEQUEÑO PRODUCTOR MINERO,842.0
LOMAS,CARAVELI,2023,10,RÉGIMEN GENERAL,88.0
LOMAS,CARAVELI,2023,11,PEQUEÑO PRODUCTOR MINERO,429.0
LOMAS,CARAVELI,2023,11,RÉGIMEN GENERAL,90.0
LOMAS,CARAVELI,2023,12,PEQUEÑO PRODUCTOR MINERO,153.0
LOMAS,CARAVELI,2023,12,RÉGIMEN GENERAL,250.0
LOMAS,CARAVELI,2024,1,PEQUEÑO PRODUCTOR MINERO,221.0
LOMAS,CARAVELI,2024,1,RÉGIMEN GENERAL,90.0
LOMAS,CARAVELI,2024,2,PEQUEÑO PRODUCTOR MINERO,323.0
LOMAS,CARAVELI,2024,2,RÉGIMEN GENERAL,85.0
LOMAS,CARAVELI,2024,3,PEQUEÑO PRODUCTOR MINERO,187.0
LOMAS,CARAVELI,2024,3,RÉGIMEN GENERAL,89.0
LOMAS,CARAVELI,2024,4,PEQUEÑO PRODUCTOR MINERO,15.0
LOMAS,CARAVELI,2024,4,RÉGIMEN GENERAL,67.0
LOMAS,CARAVELI,2024,5,PEQUEÑO PRODUCTOR MINERO,76.0
LOMAS,CARAVELI,2024,5,RÉGIMEN GENERAL,149.0
LOMAS,CARAVELI,2024,6,PEQUEÑO PRODUCTOR MINERO,18.0
LOMAS,CARAVELI,2024,6,RÉGIMEN GENERAL,91.0
LOMAS,CARAVELI,2024,7,PEQUEÑO PRODUCTOR MINERO,102.0
LOMAS,CARAVELI,2024,7,RÉGIMEN GENERAL,92.0
LOMAS,CARAVELI,2024,8,PEQUEÑO PRODUCTOR MINERO,114.0
LOMAS,CARAVELI,2024,8,RÉGIMEN GENERAL,122.0
LOMAS,CARAVELI,2024,9,PEQUEÑO PRODUCTOR MINERO,135.0
LOMAS,CARAVELI,2024,9,RÉGIMEN GENERAL,88.0
LOMAS,CARAVELI,2024,10,PEQUEÑO PRODUCTOR MINERO,85.0
LOMAS,CARAVELI,2024,10,RÉGIMEN GENERAL,89.0
