DISTRITO_NORM,PROVINCIA_NORM,ANIO,MES,ESTRATO,PRODUCCION
LOMAS,CARAVELI,2024,11,PEQUEÑO PRODUCTOR MINERO,180.0
LOMAS,CARAVELI,2024,11,RÉGIMEN GENERAL,37.0
LOMAS,CARAVELI,2024,12,PEQUEÑO PRODUCTOR MINERO,291.0
LOMAS,CARAVELI,2024,12,RÉGIMEN GENERAL,174.0
MARISCAL CACERES,CAMANA,2022,1,PEQUEÑO PRODUCTOR MINERO,0.0
MARISCAL CACERES,CAMANA,2022,2,PEQUEÑO PRODUCTOR MINERO,0.0
MARISCAL CACERES,CAMANA,2022,3,PEQUEÑO PRODUCTOR MINERO,0.0
MARISCAL CACERES,CAMANA,2022,4,PEQUEÑO PRODUCTOR MINERO,0.0
MARISCAL CACERES,CAMANA,2022,5,PEQUEÑO PRODUCTOR MINERO,0.0
MARISCAL CACERES,CAMANA,2022,6,PEQUEÑO PRODUCTOR MINERO,30.0
MARISCAL CACERES,CAMANA,2022,7,PEQUEÑO PRODUCTOR MINERO,130.0
MARISCAL CACERES,CAMANA,2022,8,PEQUEÑO PRODUCTOR MINERO,150.0
MARISCAL CACERES,CAMANA,2022,9,PEQUEÑO PRODUCTOR MINERO,80.0
MARISCAL CACERES,CAMANA,2022,10,PEQUEÑO PRODUCTOR MINERO,150.0
MARISCAL CACERES,CAMANA,2022,11,PEQUEÑO PRODUCTOR MINERO,30.0
MARISCAL CACERES,CAMANA,2022,12,PEQUEÑO PRODUCTOR MINERO,160.0
MARISCAL CACERES,CAMANA,2024,1,RÉGIMEN GENERAL,105.0
MARISCAL CACERES,CAMANA,2024,2,RÉGIMEN GENERAL,105.0
MARISCAL CACERES,CAMANA,2024,3,RÉGIMEN GENERAL,105.0
MARISCAL CACERES,CAMANA,2024,4,RÉGIMEN GENERAL,105.0
MARISCAL CACERES,CAMANA,2024,5,RÉGIMEN GENERAL,105.0
MARISCAL CACERES,CAMANA,2024,6,RÉGIMEN GENERAL,120.0
MARISCAL CACERES,CAMANA,2024,7,RÉGIMEN GENERAL,120.0
MARISCAL CACERES,CAMANA,2024,8,RÉGIMEN GENERAL,120.0
MARISCAL CACERES,CAMANA,2024,9,RÉGIMEN GENERAL,120.0
MARISCAL CACERES,CAMANA,2024,10,RÉGIMEN GENERAL,140.0
MARISCAL CACERES,CAMANA,2024,11,RÉGIMEN GENERAL,99.0
MARISCAL CACERES,CAMANA,2024,12,RÉGIMEN GENERAL,100.0
MOLLEBAYA,AREQUIPA,2021,1,PEQUEÑO PRODUCTOR MINERO,12.0
MOLLEBAYA,AREQUIPA,2021,2,PEQUEÑO PRODUCTOR MINERO,12.0
MOLLEBAYA,AREQUIPA,2021,3,PEQUEÑO PRODUCTOR MINERO,13.0
MOLLEBAYA,AREQUIPA,2021,4,PEQUEÑO PRODUCTOR MINERO,10.0
MOLLEBAYA,AREQUIPA,2021,5,PEQUEÑO PRODUCTOR MINERO,20.0
MOLLEBAYA,AREQUIPA,2021,6,PEQUEÑO PRODUCTOR MINERO,31.0
MOLLEBAYA,AREQUIPA,2021,7,PEQUEÑO PRODUCTOR MINERO,13.0
MOLLEBAYA,AREQUIPA,2021,8,PEQUEÑO PRODUCTOR MINERO,34.0
MOLLEBAYA,AREQUIPA,2021,9,PEQUEÑO PRODUCTOR MINERO,97.0
MOLLEBAYA,AREQUIPA,2021,10,PEQUEÑO PRODUCTOR MINERO,20.0
MOLLEBAYA,AREQUIPA,2021,11,PEQUEÑO PRODUCTOR MINERO,20.0
MOLLEBAYA,AREQUIPA,2021,12,PEQUEÑO PRODUCTOR MINERO,21.0
MOLLEBAYA,AREQUIPA,2022,1,PEQUEÑO PRODUCTOR MINERO,22.0
MOLLEBAYA,AREQUIPA,2022,2,PEQUEÑO PRODUCTOR MINERO,27.0
MOLLEBAYA,AREQUIPA,2022,3,PEQUEÑO PRODUCTOR MINERO,12.0
MOLLEBAYA,AREQUIPA,2022,4,PEQUEÑO PRODUCTOR MINERO,12.0
MOLLEBAYA,AREQUIPA,2022,5,PEQUEÑO PRODUCTOR MINERO,23.0
MOLLEBAYA,AREQUIPA,2022,6,PEQUEÑO PRODUCTOR MINERO,24.0
MOLLEBAYA,AREQUIPA,2022,7,PEQUEÑO PRODUCTOR MINERO,24.0
MOLLEBAYA,AREQUIPA,2022,8,PEQUEÑO PRODUCTOR MINERO,18.0
MOLLEBAYA,AREQUIPA,2022,9,PEQUEÑO PRODUCTOR MINERO,44.0
MOLLEBAYA,AREQUIPA,2022,10,PEQUEÑO PRODUCTOR MINERO,26.0
MOLLEBAYA,AREQUIPA,2022,11,PEQUEÑO PRODUCTOR MINERO,26.0
MOLLEBAYA,AREQUIPA,2022,12,PEQUEÑO PRODUCTOR MINERO,22.0
MOLLEBAYA,AREQUIPA,2023,1,PEQUEÑO PRODUCTOR MINERO,0.0
MOLLEBAYA,AREQUIPA,2023,2,PEQUEÑO PRODUCTOR MINERO,32.0
MOLLEBAYA,AREQUIPA,2023,3,PEQUEÑO PRODUCTOR MINERO,32.0
MOLLEBAYA,AREQUIPA,2023,4,PEQUEÑO PRODUCTOR MINERO,0.0
MOLLEBAYA,AREQUIPA,2023,5,PEQUEÑO PRODUCTOR MINERO,26.0
MOLLEBAYA,AREQUIPA,2023,6,PEQUEÑO PRODUCTOR MINERO,0.0
MOLLEBAYA,AREQUIPA,2023,7,PEQUEÑO PRODUCTOR MINERO,18.0
MOLLEBAYA,AREQUIPA,2023,8,PEQUEÑO PRODUCTOR MINERO,20.0
MOLLEBAYA,AREQUIPA,2023,9,PEQUEÑO PRODUCTOR MINERO,21.0
MOLLEBAYA,AREQUIPA,2023,10,PEQUEÑO PRODUCTOR MINERO,7.0
MOLLEBAYA,AREQUIPA,2023,11,PEQUEÑO PRODUCTOR MINERO,26.0
MOLLEBAYA,AREQUIPA,2023,12,PEQUEÑO PRODUCTOR MINERO,9.0
MOLLEBAYA,AREQUIPA,2024,1,PEQUEÑO PRODUCTOR MINERO,56.0
MOLLEBAYA,AREQUIPA,2024,2,PEQUEÑO PRODUCTOR MINERO,56.0
MOLLEBAYA,AREQUIPA,2024,3,PEQUEÑO PRODUCTOR MINERO,59.0
MOLLEBAYA,AREQUIPA,2024,4,PEQUEÑO PRODUCTOR MINERO,12.0
MOLLEBAYA,AREQUIPA,2024,5,PEQUEÑO PRODUCTOR MINERO,10.0
MOLLEBAYA,AREQUIPA,2024,6,PEQUEÑO PRODUCTOR MINERO,28.0
MOLLEBAYA,AREQUIPA,2024,7,PEQUEÑO PRODUCTOR MINERO,18.0
MOLLEBAYA,AREQUIPA,2024,8,PEQUEÑO PRODUCTOR MINERO,56.0
MOLLEBAYA,AREQUIPA,2024,9,PEQUEÑO PRODUCTOR MINERO,7.0
MOLLEBAYA,AREQUIPA,2024,10,PEQUEÑO PRODUCTOR MINERO,26.0
MOLLEBAYA,AREQUIPA,2024,11,PEQUEÑO PRODUCTOR MINERO,20.0
MOLLEBAYA,AREQUIPA,2024,12,PEQUEÑO PRODUCTOR MINERO,29.0
POCSI,AREQUIPA,2023,1,RÉGIMEN GENERAL,0.0
POCSI,AREQUIPA,2023,2,RÉGIMEN GENERAL,0.0
POCSI,AREQUIPA,2023,3,RÉGIMEN GENERAL,0.0
POCSI,AREQUIPA,2023,4,RÉGIMEN GENERAL,0.0
POCSI,AREQUIPA,2023,5,RÉGIMEN GENERAL,0.0
POCSI,AREQUIPA,2023,6,RÉGIMEN GENERAL,0.0
POCSI,AREQUIPA,2023,7,RÉGIMEN GENERAL,0.0
POCSI,AREQUIPA,2023,8,RÉGIMEN GENERAL,0.0
POCSI,AREQUIPA,2023,9,RÉGIMEN GENERAL,0.0
POCSI,AREQUIPA,2023,10,RÉGIMEN GENERAL,25.0
POCSI,AREQUIPA,2023,11,RÉGIMEN GENERAL,25.0
POCSI,AREQUIPA,2023,12,RÉGIMEN GENERAL,0.0
POCSI,AREQUIPA,2024,1,PRODUCTOR MINERO ARTESANAL,55.0
POCSI,AREQUIPA,2024,2,PRODUCTOR MINERO ARTESANAL,0.0
POCSI,AREQUIPA,2024,3,PRODUCTOR MINERO ARTESANAL,0.0
POCSI,AREQUIPA,2024,4,PRODUCTOR MINERO ARTESANAL,0.0
POCSI,AREQUIPA,2024,5,PRODUCTOR MINERO ARTESANAL,0.0
POCSI,AREQUIPA,2024,6,PRODUCTOR MINERO ARTESANAL,0.0
POCSI,AREQUIPA,2024,7,PRODUCTOR MINERO ARTESANAL,0.0
POCSI,AREQUIPA,2024,8,PRODUCTOR MINERO ARTESANAL,45.0
POCSI,AREQUIPA,2024,9,PRODUCTOR MINERO ARTESANAL,0.0
POCSI,AREQUIPA,2024,10,PRODUCTOR MINERO ARTESANAL,100.0
POCSI,AREQUIPA,2024,11,PRODUCTOR MINERO ARTESANAL,0.0
POCSI,AREQUIPA,2024,12,PRODUCTOR MINERO ARTESANAL,35.0
POLOBAYA,AREQUIPA,2021,1,RÉGIMEN GENERAL,0.0
POLOBAYA,AREQUIPA,2021,2,RÉGIMEN GENERAL,0.0
POLOBAYA,AREQUIPA,2021,3,RÉGIMEN GENERAL,0.0
POLOBAYA,AREQUIPA,2021,4,RÉGIMEN GENERAL,0.0
POLOBAYA,AREQUIPA,2021,5,RÉGIMEN GENERAL,0.0
POLOBAYA,AREQUIPA,2021,6,RÉGIMEN GENERAL,1596.75
POLOBAYA,AREQUIPA,2021,7,RÉGIMEN GENERAL,3110.0
POLOBAYA,AREQUIPA,2021,8,RÉGIMEN GENERAL,2118.17
POLOBAYA,AREQUIPA,2021,9,RÉGIMEN GENERAL,3787.46
POLOBAYA,AREQUIPA,2021,10,RÉGIMEN GENERAL,360.17
POLOBAYA,AREQUIPA,2021,11,RÉGIMEN GENERAL,0.0
POLOBAYA,AREQUIPA,2021,12,RÉGIMEN GENERAL,107.498
POLOBAYA,AREQUIPA,2022,1,RÉGIMEN GENERAL,0.0
POLOBAYA,AREQUIPA,2022,2,RÉGIMEN GENERAL,0.0
POLOBAYA,AREQUIPA,2022,3,RÉGIMEN GENERAL,0.0
POLOBAYA,AREQUIPA,2022,4,RÉGIMEN GENERAL,0.0
POLOBAYA,AREQUIPA,2022,5,RÉGIMEN GENERAL,0.0
POLOBAYA,AREQUIPA,2022,6,RÉGIMEN GENERAL,2842.53
POLOBAYA,AREQUIPA,2022,7,RÉGIMEN GENERAL,2127.18
POLOBAYA,AREQUIPA,2022,8,RÉGIMEN GENERAL,3826.23
POLOBAYA,AREQUIPA,2022,9,RÉGIMEN GENERAL,314.24
POLOBAYA,AREQUIPA,2022,10,RÉGIMEN GENERAL,0.0
POLOBAYA,AREQUIPA,2022,11,RÉGIMEN GENERAL,2921.14
POLOBAYA,AREQUIPA,2022,12,RÉGIMEN GENERAL,1430.41
POLOBAYA,AREQUIPA,2023,1,RÉGIMEN GENERAL,0.0
POLOBAYA,AREQUIPA,2023,2,RÉGIMEN GENERAL,0.0
POLOBAYA,AREQUIPA,2023,3,RÉGIMEN GENERAL,0.0
POLOBAYA,AREQUIPA,2023,4,RÉGIMEN GENERAL,0.0
POLOBAYA,AREQUIPA,2023,5,RÉGIMEN GENERAL,0.0
POLOBAYA,AREQUIPA,2023,6,RÉGIMEN GENERAL,0.0
POLOBAYA,AREQUIPA,2023,7,RÉGIMEN GENERAL,476.5
POLOBAYA,AREQUIPA,2023,8,RÉGIMEN GENERAL,4712.3
POLOBAYA,AREQUIPA,2023,9,RÉGIMEN GENERAL,0.0
POLOBAYA,AREQUIPA,2023,10,RÉGIMEN GENERAL,0.0
POLOBAYA,AREQUIPA,2023,11,RÉGIMEN GENERAL,0.0
POLOBAYA,AREQUIPA,2023,12,RÉGIMEN GENERAL,0.0
QUILCA,CAMANA,2021,1,PEQUEÑO PRODUCTOR MINERO,18.060000000000002
QUILCA,CAMANA,2021,2,PEQUEÑO PRODUCTOR MINERO,522.975
QUILCA,CAMANA,2021,3,PEQUEÑO PRODUCTOR MINERO,550.653
QUILCA,CAMANA,2021,4,PEQUEÑO PRODUCTOR MINERO,556.686
QUILCA,CAMANA,2021,5,PEQUEÑO PRODUCTOR MINERO,0.0
QUILCA,CAMANA,2021,6,PEQUEÑO PRODUCTOR MINERO,0.0
QUILCA,CAMANA,2021,7,PEQUEÑO PRODUCTOR MINERO,0.0
QUILCA,CAMANA,2021,8,PEQUEÑO PRODUCTOR MINERO,0.0
QUILCA,CAMANA,2021,9,PEQUEÑO PRODUCTOR MINERO,0.0
QUILCA,CAMANA,2021,10,PEQUEÑO PRODUCTOR MINERO,0.0
QUILCA,CAMANA,2021,11,PEQUEÑO PRODUCTOR MINERO,33.865
QUILCA,CAMANA,2021,12,PEQUEÑO PRODUCTOR MINERO,0.0
QUILCA,CAMANA,2022,1,PEQUEÑO PRODUCTOR MINERO,0.0
QUILCA,CAMANA,2022,2,PEQUEÑO PRODUCTOR MINERO,0.0
QUILCA,CAMANA,2022,3,PEQUEÑO PRODUCTOR MINERO,0.0
QUILCA,CAMANA,2022,4,PEQUEÑO PRODUCTOR MINERO,0.0
QUILCA,CAMANA,2022,5,PEQUEÑO PRODUCTOR MINERO,0.0
QUILCA,CAMANA,2022,6,PEQUEÑO PRODUCTOR MINERO,0.0
QUILCA,CAMANA,2022,7,PEQUEÑO PRODUCTOR MINERO,0.0
QUILCA,CAMANA,2022,8,PEQUEÑO PRODUCTOR MINERO,0.0
QUILCA,CAMANA,2022,9,PEQUEÑO PRODUCTOR MINERO,0.0
QUILCA,CAMANA,2022,10,PEQUEÑO PRODUCTOR MINERO,0.0
QUILCA,CAMANA,2022,11,PEQUEÑO PRODUCTOR MINERO,65.39
QUILCA,CAMANA,2022,12,PEQUEÑO PRODUCTOR MINERO,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2021,1,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2021,2,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2021,3,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2021,4,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2021,5,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2021,6,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2021,7,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2021,8,RÉGIMEN GENERAL,27324.22
SAN JUAN DE TARUCANI,AREQUIPA,2021,9,RÉGIMEN GENERAL,70718.66
SAN JUAN DE TARUCANI,AREQUIPA,2021,10,RÉGIMEN GENERAL,95642.75
SAN JUAN DE TARUCANI,AREQUIPA,2021,11,RÉGIMEN GENERAL,36038.82
SAN JUAN DE TARUCANI,AREQUIPA,2021,12,RÉGIMEN GENERAL,16637.57
SAN JUAN DE TARUCANI,AREQUIPA,2022,1,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2022,2,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2022,3,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2022,4,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2022,5,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2022,6,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2022,7,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2022,8,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2022,9,RÉGIMEN GENERAL,54611.908
SAN JUAN DE TARUCANI,AREQUIPA,2022,10,RÉGIMEN GENERAL,105732.82921
SAN JUAN DE TARUCANI,AREQUIPA,2022,11,RÉGIMEN GENERAL,101457.541
SAN JUAN DE TARUCANI,AREQUIPA,2022,12,RÉGIMEN GENERAL,31184.127
SAN JUAN DE TARUCANI,AREQUIPA,2023,1,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2023,2,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2023,3,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2023,4,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2023,5,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2023,6,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2023,7,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2023,8,RÉGIMEN GENERAL,7071.279
SAN JUAN DE TARUCANI,AREQUIPA,2023,9,RÉGIMEN GENERAL,120717.65
SAN JUAN DE TARUCANI,AREQUIPA,2023,10,RÉGIMEN GENERAL,124205.578
SAN JUAN DE TARUCANI,AREQUIPA,2023,11,RÉGIMEN GENERAL,7429.414
SAN JUAN DE TARUCANI,AREQUIPA,2023,12,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2024,1,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2024,2,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2024,3,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2024,4,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2024,5,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2024,6,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2024,7,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2024,8,RÉGIMEN GENERAL,0.0
SAN JUAN DE TARUCANI,AREQUIPA,2024,9,RÉGIMEN GENERAL,6675.03
SAN JUAN DE TARUCANI,AREQUIPA,2024,10,RÉGIMEN GENERAL,122949.07
SAN JUAN DE TARUCANI,AREQUIPA,2024,11,RÉGIMEN GENERAL,187170.717
SAN JUAN DE TARUCANI,AREQUIPA,2024,12,RÉGIMEN GENERAL,69275.336
UCHUMAYO,AREQUIPA,2021,1,PEQUEÑO PRODUCTOR MINERO,670.0
UCHUMAYO,AREQUIPA,2021,1,PRODUCTOR MINERO ARTESANAL,88.0
UCHUMAYO,AREQUIPA,2021,1,RÉGIMEN GENERAL,41773.0
UCHUMAYO,AREQUIPA,2021,2,PEQUEÑO PRODUCTOR MINERO,1418.0
UCHUMAYO,AREQUIPA,2021,2,PRODUCTOR MINERO ARTESANAL,88.0
UCHUMAYO,AREQUIPA,2021,2,RÉGIMEN GENERAL,48512.0
UCHUMAYO,AREQUIPA,2021,3,PEQUEÑO PRODUCTOR MINERO,1905.0
UCHUMAYO,AREQUIPA,2021,3,PRODUCTOR MINERO ARTESANAL,118.0
UCHUMAYO,AREQUIPA,2021,3,RÉGIMEN GENERAL,48029.0
UCHUMAYO,AREQUIPA,2021,4,PEQUEÑO PRODUCTOR MINERO,2055.0
UCHUMAYO,AREQUIPA,2021,4,PRODUCTOR MINERO ARTESANAL,65.0
UCHUMAYO,AREQUIPA,2021,4,RÉGIMEN GENERAL,48383.0
UCHUMAYO,AREQUIPA,2021,5,PEQUEÑO PRODUCTOR MINERO,1420.0
UCHUMAYO,AREQUIPA,2021,5,PRODUCTOR MINERO ARTESANAL,118.0
UCHUMAYO,AREQUIPA,2021,5,RÉGIMEN GENERAL,38572.0
UCHUMAYO,AREQUIPA,2021,6,PEQUEÑO PRODUCTOR MINERO,2030.0
UCHUMAYO,AREQUIPA,2021,6,PRODUCTOR MINERO ARTESANAL,88.0
UCHUMAYO,AREQUIPA,2021,6,RÉGIMEN GENERAL,6591.7
UCHUMAYO,AREQUIPA,2021,7,PEQUEÑO PRODUCTOR MINERO,2085.0
UCHUMAYO,AREQUIPA,2021,7,PRODUCTOR MINERO ARTESANAL,88.0
UCHUMAYO,AREQUIPA,2021,7,RÉGIMEN GENERAL,4391.1
UCHUMAYO,AREQUIPA,2021,8,PEQUEÑO PRODUCTOR MINERO,1930.0
UCHUMAYO,AREQUIPA,2021,8,PRODUCTOR MINERO ARTESANAL,118.0
UCHUMAYO,AREQUIPA,2021,8,RÉGIMEN GENERAL,14215.45
UCHUMAYO,AREQUIPA,2021,9,PEQUEÑO PRODUCTOR MINERO,1944.0
UCHUMAYO,AREQUIPA,2021,9,PRODUCTOR MINERO ARTESANAL,88.0
UCHUMAYO,AREQUIPA,2021,9,RÉGIMEN GENERAL,27313.0
UCHUMAYO,AREQUIPA,2021,10,PEQUEÑO PRODUCTOR MINERO,1892.0
UCHUMAYO,AREQUIPA,2021,10,PRODUCTOR MINERO ARTESANAL,88.0
UCHUMAYO,AREQUIPA,2021,10,RÉGIMEN GENERAL,41430.4
UCHUMAYO,AREQUIPA,2021,11,PEQUEÑO PRODUCTOR MINERO,2142.0
UCHUMAYO,AREQUIPA,2021,11,PRODUCTOR MINERO ARTESANAL,416.0
UCHUMAYO,AREQUIPA,2021,11,RÉGIMEN GENERAL,39547.9
UCHUMAYO,AREQUIPA,2021,12,PEQUEÑO PRODUCTOR MINERO,169.0
UCHUMAYO,AREQUIPA,2021,12,PRODUCTOR MINERO ARTESANAL,243.0
UCHUMAYO,AREQUIPA,2021,12,RÉGIMEN GENERAL,23332.2
UCHUMAYO,AREQUIPA,2022,1,PEQUEÑO PRODUCTOR MINERO,1428.0
UCHUMAYO,AREQUIPA,2022,1,RÉGIMEN GENERAL,27622.9
UCHUMAYO,AREQUIPA,2022,2,PEQUEÑO PRODUCTOR MINERO,1225.0
UCHUMAYO,AREQUIPA,2022,2,RÉGIMEN GENERAL,33804.0
UCHUMAYO,AREQUIPA,2022,3,PEQUEÑO PRODUCTOR MINERO,1405.0
UCHUMAYO,AREQUIPA,2022,3,RÉGIMEN GENERAL,40894.9
UCHUMAYO,AREQUIPA,2022,4,PEQUEÑO PRODUCTOR MINERO,1630.0
UCHUMAYO,AREQUIPA,2022,4,RÉGIMEN GENERAL,36731.0
UCHUMAYO,AREQUIPA,2022,5,PEQUEÑO PRODUCTOR MINERO,1675.0
UCHUMAYO,AREQUIPA,2022,5,RÉGIMEN GENERAL,42148.0
UCHUMAYO,AREQUIPA,2022,6,PEQUEÑO PRODUCTOR MINERO,1035.0
UCHUMAYO,AREQUIPA,2022,6,RÉGIMEN GENERAL,31223.5
UCHUMAYO,AREQUIPA,2022,7,PEQUEÑO PRODUCTOR MINERO,2094.0
UCHUMAYO,AREQUIPA,2022,7,RÉGIMEN GENERAL,61815.7
UCHUMAYO,AREQUIPA,2022,8,PEQUEÑO PRODUCTOR MINERO,2021.0
UCHUMAYO,AREQUIPA,2022,8,RÉGIMEN GENERAL,67815.9
UCHUMAYO,AREQUIPA,2022,9,PEQUEÑO PRODUCTOR MINERO,1850.0
UCHUMAYO,AREQUIPA,2022,9,RÉGIMEN GENERAL,71479.52
UCHUMAYO,AREQUIPA,2022,10,PEQUEÑO PRODUCTOR MINERO,1409.0
UCHUMAYO,AREQUIPA,2022,10,RÉGIMEN GENERAL,50818.5
UCHUMAYO,AREQUIPA,2022,11,PEQUEÑO PRODUCTOR MINERO,1555.0
UCHUMAYO,AREQUIPA,2022,11,RÉGIMEN GENERAL,51649.0
UCHUMAYO,AREQUIPA,2022,12,PEQUEÑO PRODUCTOR MINERO,2048.0
UCHUMAYO,AREQUIPA,2022,12,RÉGIMEN GENERAL,47286.626000000004
UCHUMAYO,AREQUIPA,2023,1,PEQUEÑO PRODUCTOR MINERO,0.0
UCHUMAYO,AREQUIPA,2023,1,PRODUCTOR MINERO ARTESANAL,1520.0
UCHUMAYO,AREQUIPA,2023,1,RÉGIMEN GENERAL,48235.1
UCHUMAYO,AREQUIPA,2023,2,PEQUEÑO PRODUCTOR MINERO,117.0
UCHUMAYO,AREQUIPA,2023,2,PRODUCTOR MINERO ARTESANAL,1520.0
UCHUMAYO,AREQUIPA,2023,2,RÉGIMEN GENERAL,53653.5
UCHUMAYO,AREQUIPA,2023,3,PEQUEÑO PRODUCTOR MINERO,125.0
UCHUMAYO,AREQUIPA,2023,3,PRODUCTOR MINERO ARTESANAL,1530.0
UCHUMAYO,AREQUIPA,2023,3,RÉGIMEN GENERAL,52626.1
UCHUMAYO,AREQUIPA,2023,4,PEQUEÑO PRODUCTOR MINERO,70.5
UCHUMAYO,AREQUIPA,2023,4,PRODUCTOR MINERO ARTESANAL,1770.0
UCHUMAYO,AREQUIPA,2023,4,RÉGIMEN GENERAL,56696.6
UCHUMAYO,AREQUIPA,2023,5,PEQUEÑO PRODUCTOR MINERO,77.0
UCHUMAYO,AREQUIPA,2023,5,PRODUCTOR MINERO ARTESANAL,970.0
UCHUMAYO,AREQUIPA,2023,5,RÉGIMEN GENERAL,51597.45
